2024-05-17 23:27:09,269 INFO    StreamThr :3944 [internal.py:wandb_internal():86] W&B internal server running at pid: 3944, started at: 2024-05-17 23:27:09.268027
2024-05-17 23:27:09,270 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status
2024-05-17 23:27:09,272 INFO    WriterThread:3944 [datastore.py:open_for_write():87] open: M:\Practice\Semester-2\Deep Learning\Assignments\Assignment3\wandb\run-20240517_232709-yzablkew\run-yzablkew.wandb
2024-05-17 23:27:09,272 DEBUG   SenderThread:3944 [sender.py:send():379] send: header
2024-05-17 23:27:09,315 DEBUG   SenderThread:3944 [sender.py:send():379] send: run
2024-05-17 23:27:10,225 INFO    SenderThread:3944 [dir_watcher.py:__init__():211] watching files in: M:\Practice\Semester-2\Deep Learning\Assignments\Assignment3\wandb\run-20240517_232709-yzablkew\files
2024-05-17 23:27:10,234 INFO    SenderThread:3944 [sender.py:_start_run_threads():1124] run started: yzablkew with start time 1715968629.269019
2024-05-17 23:27:10,229 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: check_version
2024-05-17 23:27:10,234 DEBUG   SenderThread:3944 [sender.py:send_request():406] send_request: check_version
2024-05-17 23:27:10,591 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: run_start
2024-05-17 23:27:10,622 DEBUG   HandlerThread:3944 [system_info.py:__init__():26] System info init
2024-05-17 23:27:10,622 DEBUG   HandlerThread:3944 [system_info.py:__init__():41] System info init done
2024-05-17 23:27:10,622 INFO    HandlerThread:3944 [system_monitor.py:start():194] Starting system monitor
2024-05-17 23:27:10,624 INFO    SystemMonitor:3944 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-17 23:27:10,624 INFO    HandlerThread:3944 [system_monitor.py:probe():214] Collecting system info
2024-05-17 23:27:10,628 INFO    SystemMonitor:3944 [interfaces.py:start():190] Started cpu monitoring
2024-05-17 23:27:10,629 INFO    SystemMonitor:3944 [interfaces.py:start():190] Started disk monitoring
2024-05-17 23:27:10,630 INFO    SystemMonitor:3944 [interfaces.py:start():190] Started gpu monitoring
2024-05-17 23:27:10,637 INFO    SystemMonitor:3944 [interfaces.py:start():190] Started memory monitoring
2024-05-17 23:27:10,646 INFO    SystemMonitor:3944 [interfaces.py:start():190] Started network monitoring
2024-05-17 23:27:10,648 DEBUG   HandlerThread:3944 [system_info.py:probe():150] Probing system
2024-05-17 23:27:10,649 DEBUG   HandlerThread:3944 [system_info.py:_probe_git():135] Probing git
2024-05-17 23:27:10,690 DEBUG   HandlerThread:3944 [system_info.py:_probe_git():143] Probing git done
2024-05-17 23:27:10,690 DEBUG   HandlerThread:3944 [system_info.py:probe():198] Probing system done
2024-05-17 23:27:10,690 DEBUG   HandlerThread:3944 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.0', 'heartbeatAt': '2024-05-17T17:57:10.648944', 'startedAt': '2024-05-17T17:57:09.251332', 'docker': None, 'cuda': None, 'args': ('-e', '1'), 'state': 'running', 'program': 'M:\\Practice\\Semester-2\\Deep Learning\\Assignments\\Assignment3\\train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/ravishk17/cs6910-assignment3.git', 'commit': '3ecd6d6a32b4ae5d0a42c2cbd21e7ed0ce672d33'}, 'email': 'ravish.kr28@gmail.com', 'root': 'M:/Practice/Semester-2/Deep Learning/Assignments/Assignment3', 'host': 'Ravish', 'username': 'ravis', 'executable': 'C:\\Users\\ravis\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 2200.0, 'min': 0.0, 'max': 2200.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 0.0, 'max': 2200.0}], 'disk': {'/': {'total': 107.59081649780273, 'used': 44.62097930908203}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 15.726432800292969}}
2024-05-17 23:27:10,691 INFO    HandlerThread:3944 [system_monitor.py:probe():224] Finished collecting system info
2024-05-17 23:27:10,691 INFO    HandlerThread:3944 [system_monitor.py:probe():227] Publishing system info
2024-05-17 23:27:10,691 INFO    HandlerThread:3944 [system_monitor.py:probe():229] Finished publishing system info
2024-05-17 23:27:10,697 DEBUG   SenderThread:3944 [sender.py:send():379] send: files
2024-05-17 23:27:10,697 INFO    SenderThread:3944 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-17 23:27:11,237 INFO    Thread-16 :3944 [dir_watcher.py:_on_file_created():271] file/dir created: M:\Practice\Semester-2\Deep Learning\Assignments\Assignment3\wandb\run-20240517_232709-yzablkew\files\wandb-metadata.json
2024-05-17 23:27:12,009 INFO    wandb-upload_0:3944 [upload_job.py:push():131] Uploaded file C:\Users\ravis\AppData\Local\Temp\tmpipd59cmtwandb\3wykkb5m-wandb-metadata.json
2024-05-17 23:27:12,392 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: python_packages
2024-05-17 23:27:12,393 DEBUG   SenderThread:3944 [sender.py:send_request():406] send_request: python_packages
2024-05-17 23:27:12,393 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: stop_status
2024-05-17 23:27:12,393 DEBUG   SenderThread:3944 [sender.py:send_request():406] send_request: stop_status
2024-05-17 23:27:12,394 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-17 23:27:12,744 DEBUG   SenderThread:3944 [sender.py:send():379] send: telemetry
2024-05-17 23:27:13,244 INFO    Thread-16 :3944 [dir_watcher.py:_on_file_created():271] file/dir created: M:\Practice\Semester-2\Deep Learning\Assignments\Assignment3\wandb\run-20240517_232709-yzablkew\files\requirements.txt
2024-05-17 23:27:14,757 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:27:19,807 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:27:24,826 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:27:27,405 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-17 23:27:27,405 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: stop_status
2024-05-17 23:27:27,406 DEBUG   SenderThread:3944 [sender.py:send_request():406] send_request: stop_status
2024-05-17 23:27:30,790 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:27:35,815 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:27:40,876 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:27:41,381 INFO    Thread-16 :3944 [dir_watcher.py:_on_file_modified():288] file/dir modified: M:\Practice\Semester-2\Deep Learning\Assignments\Assignment3\wandb\run-20240517_232709-yzablkew\files\config.yaml
2024-05-17 23:27:42,411 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-17 23:27:42,411 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: stop_status
2024-05-17 23:27:42,413 DEBUG   SenderThread:3944 [sender.py:send_request():406] send_request: stop_status
2024-05-17 23:27:46,930 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:27:51,968 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:27:57,004 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:27:57,413 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-17 23:27:57,428 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: stop_status
2024-05-17 23:27:57,429 DEBUG   SenderThread:3944 [sender.py:send_request():406] send_request: stop_status
2024-05-17 23:28:02,863 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:28:07,929 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:28:10,662 DEBUG   SystemMonitor:3944 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-17 23:28:10,664 DEBUG   SenderThread:3944 [sender.py:send():379] send: stats
2024-05-17 23:28:12,422 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-17 23:28:12,438 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: stop_status
2024-05-17 23:28:12,438 DEBUG   SenderThread:3944 [sender.py:send_request():406] send_request: stop_status
2024-05-17 23:28:13,798 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:28:18,888 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:28:23,942 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:28:27,438 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-17 23:28:27,449 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: stop_status
2024-05-17 23:28:27,450 DEBUG   SenderThread:3944 [sender.py:send_request():406] send_request: stop_status
2024-05-17 23:28:29,003 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:28:34,024 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:28:39,092 DEBUG   HandlerThread:3944 [handler.py:handle_request():146] handle_request: status_report
2024-05-17 23:28:40,666 DEBUG   SenderThread:3944 [sender.py:send():379] send: stats
